Prefix	Description
210.42.73.0/24	Wuhan Education Institute China
210.42.74.0/24	Wuhan Education Institute China
210.42.88.0/24	Hubei Communications School China
210.42.96.0/20	HUST - Wuhan Urban Construction Institute China
210.42.112.0/20	Hubei Medical University China
210.42.140.0/24	Hubei Provincial Education Commission China
210.42.141.0/24	Hubei Provincial Education Commission China
210.42.144.0/20	Central South University For Nationalities China
210.42.144.0/24	Central South University For Nationalities China
210.42.159.0/24	Central South University For Nationalities China
210.42.160.0/20	Hubei Radio and TV University China
210.42.160.0/24	Hubei Radio and TV University China
210.42.166.0/24	Hubei Radio and TV University China
210.42.176.0/20	Hunan College of Traditional Chinese Medicine China
210.42.176.0/23	Hunan College of Traditional Chinese Medicine China
210.42.192.0/20	Hunan Radio and TV University China
210.42.192.0/24	Hunan Radio and TV University China
210.42.224.0/20	Henan Finance & Taxation College China
210.42.224.0/24	Henan Finance & Taxation College China
210.42.240.0/20	Henan Normal University China
210.42.241.0/24	Henan Normal University China
210.43.0.0/20	Luoyang Institute of Technology China
210.43.0.0/24	Luoyang Institute of Technology China
210.43.16.0/21	Zhengzhou Polytechnic Institute China
210.43.24.0/21	Xinyang Teachers College China
210.43.32.0/21	Henan Vocation-technical Teachers' College China
210.43.32.0/24	Henan Vocation-technical Teachers' College China
210.43.40.0/22	Hunan Education Admission Office China
210.43.44.0/22	CERNET~{;*VP5XGx:~DOVw=Z5c~} China
210.43.44.0/24	CERNET~{;*VP5XGx:~DOVw=Z5c~} China
210.43.48.0/20	Hunan College Of Finance And Economics China
210.43.64.0/20	Jishou University China
210.43.64.0/24	Jishou University China
210.43.80.0/20	Changde Teacher's College China
210.43.96.0/20	Hunan Comupter College China
210.43.97.0/24	Hunan Comupter College China
210.43.112.0/20	Central South Institute Of Technology China
210.43.128.0/20	North China Institute Of Water Conservancy And Hydroelectric Power China
210.43.128.0/24	North China Institute Of Water Conservancy And Hydroelectric Power China
210.43.144.0/24	CERNET~{;*VP5XGx:SDOVw=Z5c~} China
210.43.147.0/24	CERNET~{;*VP5XGx:SDOVw=Z5c~} China
210.43.160.0/20	Huaihua Teacher's College China
210.43.162.0/24	Huaihua Teacher's College China
210.43.176.0/20	Changsha University Of Electric Power China
210.43.176.0/24	Changsha University Of Electric Power China
210.43.192.0/20	Changsha Communication University China
210.43.204.0/24	Changsha Communication University China
210.43.208.0/20	Xiangtan Normal University China
210.43.208.0/24	Xiangtan Normal University China
210.43.224.0/20	Hunan Agricultural University China
210.43.240.0/21	Central South Forestry University China
210.43.248.0/21	Zhuzhou Institute Of Technology China
210.44.0.0/20	Shandong Normal University China
210.44.0.0/24	Shandong Normal University China
210.44.8.0/24	Shandong Normal University China
210.44.16.0/20	Jining Medical College China
210.44.16.0/24	Jining Medical College China
210.44.18.0/24	Jining Medical College China
210.44.31.0/24	Jining Medical College China
210.44.32.0/21	ShanDong Hydraulic Engeineering Institute China
210.44.40.0/21	Shandong College Of Public Security China
210.44.40.0/24	Shandong College Of Public Security China
210.44.41.0/24	Shandong College Of Public Security China
210.44.44.0/24	Shandong College Of Public Security China
210.44.46.0/24	Shandong College Of Public Security China
210.44.47.0/24	Shandong College Of Public Security China
210.44.48.0/20	Laiyang Agricultural College China
210.44.48.0/24	Laiyang Agricultural College China
210.44.49.0/24	Laiyang Agricultural College China
210.44.64.0/20	Weifang Advanced Academy China
210.44.64.0/24	Weifang Advanced Academy China
210.44.65.0/24	Weifang Advanced Academy China
210.44.66.0/24	Weifang Advanced Academy China
210.44.80.0/20	Weifang Medicine College China
210.44.88.0/24	Weifang Medicine College China
210.44.112.0/24	Liaocheng Teacher's University China
210.44.116.0/24	Liaocheng Teacher's University China
210.44.128.0/20	Shandong Institute Of Finance China
210.44.128.0/24	Shandong Institute Of Finance China
210.44.144.0/20	Shandong Institute Of Light Industry China
210.44.144.0/24	Shandong Institute Of Light Industry China
210.44.159.0/24	Shandong Institute Of Light Industry China
210.44.160.0/20	Shandong University Of Traditional Chinese Medicine China
210.44.160.0/24	Shandong University Of Traditional Chinese Medicine China
210.44.169.0/24	Shandong University Of Traditional Chinese Medicine China
210.44.176.0/20	Shandong Institute Of Technology China
210.44.176.0/24	Shandong Institute Of Technology China
210.44.192.0/20	Taian Normal College China
210.44.192.0/24	Taian Normal College China
210.44.199.0/24	Taian Normal College China
210.44.208.0/20	Shandong Medical University China
210.44.232.0/21	Zaozhuang Teachers' College China
210.44.248.0/21	China Education and Research Network China
210.45.0.0/16	China Education and Research Network China
210.45.0.0/17	China Education and Research Network China
210.45.16.0/24	China
210.45.18.0/24	Anhui College of Traditional Chinese Medicine China
210.45.32.0/24	China
210.45.34.0/24	Fuyang Normal College China
210.45.48.0/24	China
210.45.64.0/20	The University of Science and Technology of China China
210.45.65.0/24	The University of Science and Technology of China China
210.45.84.0/24	Electronic Engineering Institute China
210.45.86.0/24	Electronic Engineering Institute China
210.45.87.0/24	Electronic Engineering Institute China
210.45.88.0/24	China
210.45.92.0/22	Chaohu Teach College China
210.45.92.0/24	China
210.45.95.0/24	Chaohu Teach College China
210.45.96.0/24	China
210.45.112.0/20	Hefei College Of Economics And Technology China
210.45.128.0/20	Huaibei Coal Normal College China
210.45.140.0/24	Huaibei Coal Normal College China
210.45.141.0/24	Huaibei Coal Normal College China
210.45.144.0/24	China
210.45.160.0/24	China
210.45.161.0/24	Chuzhou Teachers College China
210.45.168.0/24	China
210.45.169.0/24	Anqing Teachers' College China
210.45.176.0/24	China
210.45.177.0/24	Anhui Agriculture University China
210.45.179.0/24	Anhui Agriculture University China
210.45.192.0/24	China
210.45.193.0/24	Anhui Normal University China
210.45.199.0/24	Anhui Normal University China
210.45.208.0/24	China
210.45.216.0/24	Anhui University China
210.45.224.0/24	Anhui Province Education & Research Network China
210.45.234.0/23	Anhui Sanlian College China
210.45.236.0/23	The Hefei Child Teacher-training School China
210.45.240.0/20	Hefei University of Technology China
210.45.240.0/24	China
210.45.241.0/24	Hefei University of Technology China
210.46.8.0/21	Heilongjiang Mining Institute China
210.46.48.0/21	Haerbin University China
210.46.48.0/24	China
210.46.50.0/24	Haerbin University China
210.46.64.0/20	Harbin University of Civil Engineering & Architecturee China
210.46.80.0/20	China Education and Research Network China
210.46.80.0/24	China
210.46.96.0/20	Heilongjiang University China
210.46.100.0/24	Heilongjiang University China
210.46.112.0/20	Heilongjiang Commercial College China
210.46.112.0/24	China
210.46.113.0/24	Heilongjiang Commercial College China
210.46.122.0/24	Heilongjiang Commercial College China
210.46.123.0/24	Heilongjiang Commercial College China
210.46.127.0/24	Heilongjiang Commercial College China
210.46.136.0/21	Daqing Petroleum Institute China
210.46.144.0/21	Daqing Petroleum Institute China
210.46.176.0/20	Jiamusi University China
210.46.192.0/21	Heilongjiang August First Land Reclamation University China
210.46.216.0/21	Harbin Institute Of Physical Education China
210.46.216.0/24	China
210.46.248.0/21	Mudanjiang Medical Collage China
210.47.0.0/16	China Education and Research Network China
210.47.0.0/21	Changchun Institute Of Optics And Fine Mechanics China
210.47.0.0/24	China
210.47.1.0/24	Changchun Institute Of Optics And Fine Mechanics China
210.47.10.0/23	Jilin Instatute of Chimical Technology China
210.47.12.0/22	Changchun Automotive Industry Institute China
210.47.16.0/20	Northeast Normal University China
210.47.32.0/20	Changchun Institute Of Technology China
210.47.32.0/24	China
210.47.56.0/21	Siping Normal University China
210.47.64.0/20	Qiqihar University China
210.47.68.0/24	China
210.47.98.0/23	Heilongjiang Education Admission Office China
210.47.100.0/23	China Education and Research Network China
210.47.104.0/21	Qiqihar Medical College China
210.47.112.0/20	The Sencond Hospital Of Harbin Medical University China
210.47.128.0/20	China Criminal Police College China
210.47.148.0/22	Shenyang Education Information Center China
210.47.160.0/20	Shenyang Agricultural University China
210.47.176.0/20	Jinzhou Normal University China
210.47.176.0/24	China
210.47.208.0/20	Liaoning Normal University China
210.47.208.0/24	China
210.47.224.0/20	Dalian Radio and TV University China
210.47.224.0/24	China
210.47.228.0/24	Dalian Radio and TV University China
210.47.229.0/24	Dalian Radio and TV University China
210.47.240.0/20	Dalian Medical University China
210.47.240.0/24	China
210.47.243.0/24	Dalian Medical University China
210.47.250.0/24	Dalian Medical University China
210.76.192.0/22	CHINA SCIENCE AND TECHNOLOGY NETWORK China
210.76.197.0/24	CHINA SCIENCE AND TECHNOLOGY NETWORK China
210.76.198.0/23	CHINA SCIENCE AND TECHNOLOGY NETWORK China
210.76.202.0/24	Graduate University of CAS China
210.76.206.0/23	Graduate University of CAS China
210.76.208.0/23	Graduate University of CAS China
210.76.210.0/24	Graduate University of CAS China
210.76.212.0/22	Graduate University of CAS China
210.76.216.0/22	Graduate University of CAS China
210.77.2.0/23	Beijing Primezone Technologies Inc. China
210.77.4.0/22	Beijing Primezone Technologies Inc. China
210.77.8.0/22	Beijing Primezone Technologies Inc. China
210.77.12.0/23	Beijing Primezone Technologies Inc. China
210.77.14.0/23	Beijing Primezone Technologies Inc. China
210.77.22.0/23	Beijing Primezone Technologies Inc. China
210.77.24.0/23	Beijing Primezone Technologies Inc. China
210.77.26.0/23	Beijing Primezone Technologies Inc. China
210.77.31.0/24	Beijing Primezone Technologies Inc. China
211.64.0.0/13	Asia Pacific Network Information Centre China
211.64.0.0/21	Shandong University Of Science & Technology (jinan) China
211.64.8.0/21	Shandong Politico-legality Management Cadre Institute China
211.64.8.0/24	Shandong Politico-legality Management Cadre Institute China
211.64.9.0/24	Shandong Politico-legality Management Cadre Institute China
211.64.16.0/20	Zibo University China
211.64.32.0/20	Dezhou College China
211.64.36.0/24	Dezhou College China
211.64.37.0/24	Dezhou College China
211.64.39.0/24	Dezhou College China
211.64.47.0/24	Dezhou College China
211.64.48.0/20	China Education and Research Network China
211.64.48.0/21	China Education and Research Network China
211.64.48.0/22	Shandong Provincial Education Commission China
211.64.56.0/21	Binzhou Medical College China
211.64.56.0/24	Binzhou Medical College China
211.64.59.0/24	Binzhou Medical College China
211.64.64.0/22	Shandong Physical Education Institute China
211.64.64.0/24	Shandong Physical Education Institute China
211.64.67.0/24	Shandong Physical Education Institute China
211.64.72.0/21	Linyi Medical Colledge China
211.64.72.0/24	Linyi Medical Colledge China
211.64.73.0/24	Linyi Medical Colledge China
211.64.79.0/24	Linyi Medical Colledge China
211.64.80.0/20	Jinan University China
211.64.96.0/21	Binzhou Teachers College China
211.64.96.0/24	Binzhou Teachers College China
211.64.104.0/21	Shandong College of Art China
211.64.104.0/24	Shandong College of Art China
211.64.105.0/24	Shandong College of Art China
211.64.112.0/22	China
211.64.112.0/24	China
211.64.116.0/23	Journal of Shandong Agricultural Administrators' College China
211.64.116.0/24	Journal of Shandong Agricultural Administrators' College China
211.64.117.0/24	Journal of Shandong Agricultural Administrators' College China
211.64.120.0/21	Jinan Communications College China
211.64.120.0/24	Jinan Communications College China
211.64.128.0/20	Ocean University Of Qingdao China
211.64.128.0/24	Ocean University Of Qingdao China
211.64.129.0/24	Ocean University Of Qingdao China
211.64.130.0/24	Ocean University Of Qingdao China
211.64.142.0/24	Ocean University Of Qingdao China
211.64.143.0/24	Ocean University Of Qingdao China
211.64.144.0/20	Network Center China
211.64.144.0/24	Network Center China
211.64.145.0/24	Network Center China
211.64.148.0/24	Network Center China
211.64.149.0/24	Network Center China
211.64.150.0/23	Network Center China
211.64.152.0/21	Network Center China
211.64.160.0/19	China Education and Research Network China
211.64.160.0/24	Qingdao University China
211.64.161.0/24	Qingdao University China
211.64.175.0/24	Qingdao University China
211.64.176.0/24	Qingdao University China
211.64.177.0/24	Qingdao University China
211.64.192.0/20	Qingdao Institute Of Architecture And Engineering China
211.64.192.0/24	Qingdao Institute Of Architecture And Engineering China
211.64.201.0/24	Qingdao Institute Of Architecture And Engineering China
211.64.205.0/24	Qingdao Institute Of Architecture And Engineering China
211.64.207.0/24	Qingdao Institute Of Architecture And Engineering China
211.64.208.0/20	Qingdao Institute Of Chemical Technology China
211.64.208.0/24	Qingdao Institute Of Chemical Technology China
211.64.232.0/22	Rizhao Vocational & Technical College China
211.64.240.0/20	Linyi Teachers University China
211.64.240.0/24	Linyi Teachers University China
211.64.242.0/24	Linyi Teachers University China
